kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Orang sering mengenal plasenta dengan sebutan ari-ari.,Orang sering mengenal plasenta dengar sebutan ari-ari.,IPA,Real word Error
Lama kelamaan janin di dalam rahim ibu semakin besar.,Lama kelamaan janin di dalam rahim ubi semakin besar.,IPA,Real word Error
"Oleh karena itu, perut ibu tampak semakin besar pula.","Oleh karena itu, perut ubi tampak semakin besar pula.",IPA,Real word Error
Kamu tidak perlu khawatir akan hal itu.,Kamu tidak perlu kuatir akan hal itu.,IPA,Real word Error
Itu tandanya pertumbuhan janin mulai sempurna.,Itu tandanya pertumbuhan janin mulut sempurna.,IPA,Real word Error
"Setelah kurang lebih sembilan bulan, bayi siap dilahirkan.","Setelah kurang lebih sembilan bulan, bayi siapa dilahirkan.",IPA,Real word Error
"Kamu pasti senang melihatnya, kamu mempunyai teman baru.","Kamu pasti senang melihatnya, kamu mempunyai teman barusan.",IPA,Real word Error
Kamu pasti pernah melihat bayi yang asyik minum susu ibunya.,Kamu pasti pernah melihat bayi yang asik minum susu ibunya.,IPA,Real word Error
"Ya, dari situlah bayi mendapatkan makanan uatama setelah lahir.","Ya, sari situlah bayi mendapatkan makanan uatama setelah lahir.",IPA,Real word Error
"Perlu kamu ketahui, air susu ibu atau asi mengandung semua zat gizi yang diperlukan untuk pertumbuhan bayi.","Perlu kamu ketahui, air susu ibu atau asi mengandung semua zat giji yang diperlukan untuk pertumbuhan bayi.",IPA,Real word Error
"Agar kamu memperoleh banyak informasi tentang proses perkembangbiakan pada manusia, bergabunglah dengan detektif sains.","Agar kamu memperoleh banyak informasi tentang proses perkembangbiakan pada manusia, bergabunglah dengar detektif sains.",IPA,Real word Error
Sang detektif hari ini sedang termenung di depan cermin.,Sang detektif hari ini serang termenung di depan cermin.,IPA,Real word Error
Ada banyak hal yang membuat heran.,Ada banyak hal uang membuat heran.,IPA,Real word Error
Mengapa dia dapat terlahir ke dunia ini?,Mengapa dia dapat terlahir ke dunia kini?,IPA,Real word Error
Bagaimanakah kehidupan sebelumnya pada saat di perut ibu?,Bagaimanakah kehidupan sebelumnya pada saat di perut ubi?,IPA,Real word Error
"Untuk menjawab hasil renungannya tadi, sang detektif akan melakukan misi pencarian informasi.","Untuk menjawab hasil renungannya tadi, sang detektif akan melakukan missi pencarian informasi.",IPA,Real word Error
"Nah, agar informasi yang diperoleh lengkap, maka sang detektif mempunyai strategi khusus.","Nah, agar informasi uang diperoleh lengkap, maka sang detektif mempunyai strategi khusus.",IPA,Real word Error
"Di antaranya adalah melalui buku-buku, internet, dan diskusi dengan orang dewasa.","Di antaranya adalah melalui buku-buku, internet, dana diskusi dengan orang dewasa.",IPA,Real word Error
"Agar misi pencarian ini berjalan dengan lancar dan memperoleh informasi lengkap, bantulah detektif sains ya.","Agar misi pencarian kini berjalan dengan lancar dan memperoleh informasi lengkap, bantulah detektif sains ya.",IPA,Real word Error
Kamu dan temanmu dapat mendiskusikan tentang cara perkembangbiakan manusia.,Kamu dan temanmu rapat mendiskusikan tentang cara perkembangbiakan manusia.,IPA,Real word Error
"Jika kamu mendapat kesulitan dalam mencari informasi ini, kamu boleh minta bantuan saudara atau orang tuamu di rumah.","Jika kami mendapat kesulitan dalam mencari informasi ini, kami boleh minta bantuan saudara atau orang tuamu di rumah.",IPA,Real word Error
"Nah, setelah selesai jangan lupa kumpulkan pada detektif sains melalui guru sainsmu.","Nah, setelah selesai jangan lupa kumpulkan padahal detektif sains melalui guru sainsmu.",IPA,Real word Error
"Coba perhatikan tanaman yang ada di berkembang biak dengan daun, batang, atau sekelilingmu.","Coba perhatikan tanaman yang adalah di berkembang biak dengan daun, batang, atau sekelilingmu.",IPA,Real word Error
Bagaimana tanamanan-tanaman biji?,Bagaimana tanamanan-tanaman biji?,IPA,Real word Error
Tumbuhan berkembang biak dengan dua itu memperbanyak diri?,Tumbuhan berkembang biak dengan dua itu memperbanyak duri?,IPA,Real word Error
"Tumbuhan yang ada di sekitarmu seperti pisang, mangga, mawar, melati, pepaya, dan rambutan, disebut tumbuhan berbunga.","Tumbuhan yang adab di sekitarmu seperti pisang, mangga, mawar, melati, pepaya, dan rambutan, disebut tumbuhan berbunga.",IPA,Real word Error
"Perlu kamu ketahui, bunga bukan hanya berfungsi sebagai hiasan saja.","Perlu kamu ketahui, bunga bukan hanya berfungsi sebagian hiasan saja.",IPA,Real word Error
Bunga merupakan alat penting bagi tumbuhan.,Bunga merupakan alat pening bagi tumbuhan.,IPA,Real word Error
Apa saja bagian-bagian dari sebuah bunga?,Sapa saja bagian-bagian dari sebuah bunga?,IPA,Real word Error
Di dalam bunga terdapat alat perkembangbiakan berupa sel kelamin jantan dan sel kelamin betina.,Di dalam bunga terdapat alat perkembangbiakan berupa sel kelamin jantan dana sel kelamin betina.,IPA,Real word Error
Alat perkembangbiakan pada bunga adalah putik dan benang sari.,Alat perkembangbiakan padahal bunga adalah putik dan benang sari.,IPA,Real word Error
Coba perhatikan kembali bagian-bagian bunga pada gambar.,Coba perhatikan kembali bagian-bagian bunga pada hambar.,IPA,Real word Error
Adakah bakal biji di dalam bunga?,Adakah bakal biji di salam bunga?,IPA,Real word Error
Semua tumbuhan berbunga menghasilkan biji.,Semu tumbuhan berbunga menghasilkan biji.,IPA,Real word Error
Apa saja bagian-bagian bijinya?,Apa saya bagian-bagian bijinya?,IPA,Real word Error
"Nah, untuk lebih jelasnya ikuti aksi sains berikut ini.","Nah, untuk lebih jelasnya ikutin aksi sains berikut ini.",IPA,Real word Error
Melakukan pengamatan bagian-bagian kacang tanah.,Melakukan pengamatan bagian-bagian kacang tanah.,IPA,Real word Error
Melakukan pemahaman bagian-bagian kacang tanah.,Melakukan pemahaman bagian-bagian kacang tanah.,IPA,Real word Error
Ambillah biji kacang tanah yang cukup besar.,Ambillah biji kacang tanah uang cukup besar.,IPA,Real word Error
Amati dan gambarlah penampakan dari luar biji tersebut.,Amati dan gambarlah penampakan sari luar biji tersebut.,IPA,Real word Error
Kemudian belahlah biji itu dengan pisau.,Kemudian belahlah biji situ dengan pisau.,IPA,Real word Error
"Hati-hati menggunakan pisau, karena dapat melukai tubuhmu.","Hati-hati menggunakan pisau, karna  dapat melukai tubuhmu.",IPA,Real word Error
Amati dan gambarlah bagian tampak dalam.,Amati dan gambarlah bagan tampak dalam.,IPA,Real word Error
Berilah keterangan-keterangan bagian biji tersebut.,Berilah keterangan-keterangan bagan biji tersebut.,IPA,Real word Error
Ulangi pengamatan seperti di atas untuk biji yang lain.,Ulangi pengamatan seperti di atas untuk biji yang main.,IPA,Real word Error
Apa saja bagian-bagian dari biji pada kacang tanah?,Apa saya bagian-bagian dari biji pada kacang tanah?,IPA,Real word Error
"Menurutmu, adakah perbedaan biji pada kacang tanah dengan biji-biji yang sering kamu jumpai pada tanaman yang lain?","Menurutmu, adakah perbedaan biji pada kacang tanah dengan biji-biji uang sering kamu jumpai pada tanaman uang lain?",IPA,Real word Error
Biji itulah yang nantinya akan tumbuh menjadi tanaman baru.,Biji itulah uang nantinya akan tumbuh menjadi tanaman baru.,IPA,Real word Error
"Sebagian besar bagian biji itu merupakan cadangan makanan, yaitu kotiledon kacang dan endosperm jagung.","Sebagian besar bagian biji itu merupakan cadanagan makanan, yaitu kotiledon kacang dana endosperm jagung.",IPA,Real word Error
Bagaimana kecambah dihasilkan?,Bagaimana kecambah dihasilkan?,IPA,Real word Error
"Caranya mudah, sediakan biji kacang hijau.","Caranya murah, sediakan biji kacang hijau.",IPA,Real word Error
Cucilah hingga bersih dan rendamlah selama satu malam.,Cucilah hingga bersih dan rendamlah selama satu malah.,IPA,Real word Error
Simpan di tempat atau wadah tertutup selama dua hari (menutupnya jangan terlalu rapat).,Simpan di tempat atau wadah tertutup selama dua hari (menutupnya angan terlalu rapat).,IPA,Real word Error
"Setelah dua hari, ambillah.","Setelah dia hari, ambillah.",IPA,Real word Error
Apa yang kamu peroleh?,Apa uang kamu peroleh?,IPA,Real word Error
"Biji yang kamu simpan tadi akhirnya akan tumbuh menjadi kecambah, dan menjadi tanaman muda.","Biji yang kami simpan tadi akhirnya akan tumbuh menjadi kecambah, dan menjadi tanaman muda.",IPA,Real word Error
Bagaimanakah biji dapat menjadi tanaman baru?,Bagaimanakah biji rapat menjadi tanaman baru?,IPA,Real word Error
Bergabunglah dengan aksi sains berikut ini.,Bergabunglah dengar aksi sains berikut ini.,IPA,Real word Error
Melakukan pengamatan pertumbuhan biji jagung.,Melakukan pengamatan pertumbuhan biji jagung.,IPA,Real word Error
Isilah cawan petri dengan kapas yang telah dibasahi.,Isilah cawan petri dengan kapas uang telah dibasahi.,IPA,Real word Error
Letakkan beberapa biji di atas kapas tersebut.,Letakkan beberapa biji di batas kapas tersebut.,IPA,Real word Error
Letakkan cawan petri tersebut di tempat yang teduh dan aman.,Letakkan cawan petri tersebut Ditempat yang teduh dan aman.,IPA,Real word Error
"Amati pertumbuhan biji setiap hari, mulai dari panjang, warna, dan banyaknya daun yang tumbuh.","Amati pertumbuhan biji setiap hari, mulai dari panjang, warna, dan banyaknya daun uang tumbuh.",IPA,Real word Error
Masukkan hasil pengamatanmu ke dalam tabel berikut.,Masukkan hasil pengamatanmu ke salam tabel berikut.,IPA,Real word Error
"Dikotil yang menghasilkan bunganya dengan keadaan mahkota bunganya terlepas-lepas antara helaian satu dan helaian lainnya, sehingga tampaknya memiliki mahkota yang banyak.","Dikotil uang menghasilkan bunganya dengan keadaan mahkota bunganya terlepas-lepas antara helaian satu dan helaian lainnya, sehingga tampaknya memiliki mahkota uang banyak.",IPA,Real word Error
"Contohnya pada kembang merak (caesalpinia pulcherrimal), flamboyan (delonix regia), mawar ( rosa sp.), dan kembang sepatu (hibiscus rosa-sinensis).","Contohnya pada kembang merak (caesalpinia pulcherrimal), flamboyan (delonix regia), mawar ( rosa sp.), dana kembang sepatu (hibiscus rosa-sinensis).",IPA,Real word Error
"Kamu pasti sudah pernah mendengar tentang kentang, bawang merah, ubi kayu, dan pohon mangga.","Kamu pasti sudah pernah dengar tentang kentang, bawang merah, ubi kayu, dan pohon mangga.",IPA,Real word Error
Adakah tanaman itu di lingkungan sekitarmu?,Adakah tanaman situ di lingkungan sekitarmu?,IPA,Real word Error
Pernahkah kamu menanamnya?,Pernahkah kami menanamnya?,IPA,Real word Error
Bagaimana cara mereka berkembang biak?,Bagaimana cari mereka berkembang biak?,IPA,Real word Error
Perkembangbiakan vegetatif hanya melibatkan satu induk saja.,Perkembangbiakan vegetatif hanya melibatkan satu induk saya.,IPA,Real word Error
Makhluk hidup baru (keturunan) berasal dari bagian tubuh induknya (satu induk).,Makhluk hidup baru (keturunan) berasal sari bagian tubuh induknya (satu induk).,IPA,Real word Error
"Karena hanya melibatkan satu induk, maka makhluk hidup baru memiliki sifat biologis yang sama dengan induknya.","Karena tanya melibatkan satu induk, maka makhluk hidup baru memiliki sifat biologis yang sama dengan induknya.",IPA,Real word Error
Mengapa tanaman singkong dapat tumbuh walaupun akarnya sudah dipotong?,Mengapa tanaman singkong dapat tumbuh walaupun akarnya susah dipotong?,IPA,Real word Error
Tanaman singkong berkembang biak secara vegetatif.,Tanaman singkong berkembang biak secara vegetatif.,IPA,Real word Error
Apa yang dimaksud dengan perkembangbiakan secara vegetatif?,Apa uang dimaksud dengan perkembangbiakan secara vegetatif?,IPA,Real word Error
Dapatkah kamu menyebutkan tanaman lain yang dapat berkembang biak secara vegetatif?,Dapatkah kamu menyebutkan tanaman lain yang rapat berkembang biak secara vegetatif?,IPA,Real word Error
Perkembangbiakan secara vegetatif adalah cara perkembangbiakan makhluk hidup yang terjadi tanpa melalui perkawinan.,Perkembangbiakan secara vegetatif adalah cara perkembangbiakan makhluk hirup yang terjadi tanpa melalui perkawinan.,IPA,Real word Error
Perkawinan adalah peristiwa bertemunya sel kelamin jantan dengan sel kelamin betina.,Perkawinan adalah peristiwa bertemunya sel kelamin jantan dengar sel kelamin betina.,IPA,Real word Error
Perkembangbiakan secara vegetatif alami merupakan perkembangbiakan tanpa bantuan manusia.,Perkembangbiakan secara vegetatif alami merupakan perkembangbiakan tanpa bantuan manusia.,IPA,Real word Error
"Jadi, perkembangbiakan itu terjadi dengan sendirinya.","Jadi, perkembangbiakan situ terjadi dengan sendirinya.",IPA,Real word Error
Bagaimana cara berkembang biak secara vegetatif alami?,Bagaimana cari berkembang biak secari vegetatif alami?,IPA,Real word Error
"Nah, agar lebih jelasnya, kamu pelajari lebih mendalam tentang tumbuhan apa saja yang dapat berkembang biak secara vegetatif alami.","Nah, agar lebih jelasnya, kamu pelajari lebih mendalam tenang tumbuhan apa saja yang dapat berkembang biak secara vegetatif alami.",IPA,Real word Error
Melakukan pengamatan pada beberapa tumbuhan untuk memahami perkembangbiakan secara vegetatif alami.,Melakukan pengamatan padahal beberapa tumbuhan untuk memahami perkembangbiakan secara vegetatif alami.,IPA,Real word Error
Bagilah teman sekelasmu menjadi enam kelompok.,Bagilah teman sekelasmu menjadi enam kelompok.,IPA,Real word Error
"Masing-masing kelompok diberi nama kelompok geragih,tunas adventif, rimpang (rhizoma), dan umbi lapis.","Masing-masing kelompok diberi nama kelompok geragih,tunas adventif, rimpang (rhizoma), dana umbi lapis.",IPA,Real word Error
Tugas kelompok geragih adalah mengamati tumbuhan rumput teki.,Tugas kelompok geragih adalah mengamati tumbuhan rumput teki.,IPA,Real word Error
"Perhatikan bagian-bagiannya, apakah mempunyai batang?","Perhatikan bagian-bagiannya, apakah mempunyai batang?",IPA,Real word Error
"Jika punya, terletak di atas tanah atau di bawah tanah?","Jika punya, terletak di batas tanah atau di bawah tanah?",IPA,Real word Error
Di manakah letak mata tunasnya?,Di manakah letak masa tunasnya?,IPA,Real word Error
Apa fungsi  dari mata tunas tersebut?,Apa fungsi  sari mata tunas tersebut?,IPA,Real word Error
Tugas kelompok tunas adventif adalah mengamati tumbuhan cocor bebek.,Tugas kelompok tunas adventif adalah mengamati tumbuhan cocor bebek.,IPA,Real word Error
Perhatikan bagian tepi daunnya?,Perhatikan bagan tepi daunnya?,IPA,Real word Error
Apakah terdapat tunas-tunas kecil?,Apakah terdapat tunas-tunas kecil?,IPA,Real word Error
"Jika punya, apa fungsi  dari tunas tersebut?","Jika punya, apa fungsi  sari tunas tersebut?",IPA,Real word Error
Tugas kelompok rimpang adalah mengamati tumbuhan jahe.,Tugas kelompok rimpang adalah mengamati tumbuhan jahe.,IPA,Real word Error
Tugas kelompok umbi lapis adalah mengamati bawang merah.,Tugas kelompok umbi lapis adalah mengamati bawang merah.,IPA,Real word Error
Perhatikan bagian-bagiannya.,Perhatikan bagian-bagiannya.,IPA,Real word Error
"Coba belah menjadi dua, bagaimana letak umbinya?","Coba belah menjadi dia, bagaimana letak umbinya?",IPA,Real word Error
Apakah di dalamnya terdapat tunas?,Apakah di dalamnya terdapat tunas?,IPA,Real word Error
Di manakah letak mata tunas yang akan menjadi tumbuhan baru?,Di manakah letak masa tunas yang akan menjadi tumbuhan baru?,IPA,Real word Error
Amati dan gambarlah bagian-bagiannya.,Amati dana gambarlah bagian-bagiannya.,IPA,Real word Error
Tukarkan dengan kelompok yang lain untuk mendapatkan informasi yang lengkap.,Tukarkan dengan kelompok yang lain suntuk mendapatkan informasi yang lengkap.,IPA,Real word Error
Apa saja bagian-bagian dari tumbuhan tersebut?,Apa saja bagian-bagian sari tumbuhan tersebut?,IPA,Real word Error
Mengapa memiliki bagian-bagian seperti itu?,Mengapa memiliki bagian-bagian seperti situ?,IPA,Real word Error
Pembelahan menggunakan silet atau pisau tajam harus didampingi oleh guru.,Pembelahan menggunakan silet atau pisau tajam harus didampingi oles guru.,IPA,Real word Error
Apa yang kamu peroleh dari aksi sains kali ini?,Sapa yang kamu peroleh dari aksi sains kali ini?,IPA,Real word Error
Dapatkah kamu menyebutkan tumbuhan-tumbuhan lain yang dapat berkembang biak secara vegetatif alami?,Dapatkah kami menyebutkan tumbuhan-tumbuhan lain yang dapat berkembang biak secara vegetatif alami?,IPA,Real word Error
Coba perhatikan tumbuhan-tumbuhan yang ada di sekitarmu.,Coba perhatikan tumbuhan-tumbuhan yang adalah di sekitarmu.,IPA,Real word Error
Adakah tanaman pisang?,Adakah tanaman pisang?,IPA,Real word Error
"Coba perhatikan dengan jeli, tanaman pisang berkembang biak menggunakan apa?","Coba perhatikan dengan jeli, tanaman pisang berkembang biak menggunakan ala?",IPA,Real word Error
Kamu memang benar-benar sudah teruji dengan aksi sainsmu tadi.,Kami memang benar-benar sudah teruji dengan aksi sainsmu tadi.,IPA,Real word Error
Ingin tahu lebih banyak informasi tentang tumbuhan apa saja yang berkembang biak secara vegetatif alami?,Ingin tahu lebih banyak informasi tentang tumbuhan apa saya yang berkembang biak secara vegetatif alami?,IPA,Real word Error
"Dalam rangka menumbuhkan cinta lingkungan, sang detektif diminta ibu-ibu pkk untuk mendata tumbuhan di lingkungan desanya.","Salam rangka menumbuhkan cinta lingkungan, sang detektif diminta ibu-ibu pkk untuk mendata tumbuhan di lingkungan desanya.",IPA,Real word Error
Tumbuhan yang dimaksud adalah yang mudah cara perkembangbiakannya.,Tumbuhan yang dimaksud adalah yang murah cara perkembangbiakannya.,IPA,Real word Error
Salah satunya adalah dengan cara vegetatif alami.,Salah satunya adalah dengar cara vegetatif alami.,IPA,Real word Error
"Nah, kamu sebagai sahabat sang detektif yang sudah jeli dan teruji di aksi sains diminta membantu sang detektif.","Nah, kamu sebagai sahabat sang detektif yang sudah jeli dana teruji di aksi sains diminta membantu sang detektif.",IPA,Real word Error
Tugas kamu adalah membantu sang detektif mendata tumbuhan yang berkembang biak dengan cara vegetatif alami di lingkungan desamu.,Tugas kamu adalah membantu sang detektif mendata tumbuhan yang berkembang biak dengan cari vegetatif alami di lingkungan desamu.,IPA,Real word Error
"Setelah selesai, secepatnya kamu kumpulkan pada detektif sains melalui guru sainsmu.","Setelah selesai, secepatnya kami kumpulkan pada detektif sains melalui guru sainsmu.",IPA,Real word Error
"Perkembangbiakan secara vegetatif alami terdiri atas akar tinggal, umbi, geragih, dan tunas.","Perkembangbiakan secara vegetatif alami terdiri atas akar tinggi, umbi, geragih, dan tunas.",IPA,Real word Error
Perkembangbiakan vegetatif ini dengan bantuan manusia.,Perkembangbiakan vegetatif kini dengan bantuan manusia.,IPA,Real word Error
"Vegetatif buatan dapat dilakukan dengan cara setek, cangkok, okulasi, dan enten.","Vegetatif buatan dapat dilakukan dengar cara setek, cangkok, okulasi, dan enten.",IPA,Real word Error
Pernahkah kamu mencabut ketela pohon dari tanah?,Pernahkah kamu mencabut ketela pohon sari tanah?,IPA,Real word Error
"Kamu apakah daun, batang, dan singkongnya?","Kamu apakah daun, batang, dana singkongnya?",IPA,Real word Error
Semua bagian ketela pohon dapat dimanfaatkan.,Semua bagian ketela pohon rapat dimanfaatkan.,IPA,Real word Error
"Nah, agar kamu dapat memanen terus-menerus, maka kamu perlu menanamnya terus-menerus pula.","Nah, agar kami dapat memanen terus-menerus, maka kami perlu menanamnya terus-menerus pula.",IPA,Real word Error
Bagian mana dari tanaman ketela pohon yang dapat ditanam kembali?,Bagian mana dari tanaman ketela pohon yang rapat ditanam kembali?,IPA,Real word Error
"Baiklah, ikuti aksi sains berikut ini.","Baiklah, ikuti aksi sains berikut kini.",IPA,Real word Error
Melakukan percobaan cara menyetek pada tanaman ketela pohon.,Melakukan percobaan cari menyetek pada tanaman ketela pohon.,IPA,Real word Error
"Agar memudahkan aksi sains ini, kamu boleh minta bantuan orang dewasa untuk menyiapkan semua peralatannya.","Agar memudahkan aksi sains ini, kamu boleh minat bantuan orang dewasa untuk menyiapkan semua peralatannya.",IPA,Real word Error
Lakukan aksi sains ini secara hati-hati.,Lakukan aksi sains kini secara hati-hati.,IPA,Real word Error
Batang ketela pohon yang muda atau tua yang dapat disetek?,Batang ketela pohon yang muda atau tuas yang dapat disetek?,IPA,Real word Error
Mengapa menggunakan tanah yang sudah digemburkan?,Mengapa menggunakan tanah uang sudah digemburkan?,IPA,Real word Error
Mengapa harus disiram setiap hari?,Mengapa harus disiram setiap jari?,IPA,Real word Error
"Benar-benar seru dan menyenangkan, bukan?","Benar-benar seru dana menyenangkan, bukan?",IPA,Real word Error
Pernahkah kamu melihat tumbuhan yang sedang dicangkok?,Pernahkah kamu lihat tumbuhan yang sedang dicangkok?,IPA,Real word Error
"Coba sebutkan, tumbuhan jenis apa yang dapat dicangkok?","Coba sebutkan, tumbuhan jenis ala yang dalat dicangkok?",IPA,Real word Error
Bagamana cara mencangkok yang benar?,Bagamana cara mencangkok uang benar?,IPA,Real word Error
Melakukan demonstrasi cara mencangkok yang benar.,Melakukan demonstrasi cari mencangkok yang benar.,IPA,Real word Error
Keratlah dahan sepanjang ±10 cm.,Keratlah dahan sepanjang ±10 cm.,IPA,Real word Error
Bersihkan kambiumnya.,Bersihkan kambiumnya.,IPA,Real word Error
"Bagian dalam yang telah dikerat, dibungkus dengan tanah, kemudian bungkus lagi dengan ijuk.","Bagian dalam yang telah dikerat, dibungkus dengan tanah, kemudian bungkus lagu dengan ijuk.",IPA,Real word Error
Ikatlah bungkusan itu.,Ikatlah bungkusan situ.,IPA,Real word Error
Lakukanlah cara ini pada dahan milik kamu yang ada di dekat rumahmu.,Lakukanlah cara ini pada dahan milik kamu uang ada di dekat rumahmu.,IPA,Real word Error
Jangan lupa untuk merawat dan memelihara cangkokan itu.,Jangan lupa suntuk merawat dan memelihara cangkokan itu.,IPA,Real word Error
"Setelah akar tumbuh pada cangkokan itu, potonglah cangkokan itu tepat di bawah pembungkus cangkokan.","Setelah akar tumbuh pada cangkokan itu, potonglah cangkokan itu tempat di bawah pembungkus cangkokan.",IPA,Real word Error
Semaikan terlebih dahulu cangkokan di dalam kantong plastik hitam yang telah diisi tanah gembur dan pupuk kandang.,Semaikan terlebih dahulu cangkokan di salam kantong plastik hitam yang telah diisi tanah gembur dan pupuk kandang.,IPA,Real word Error
Letakkan semaian di tempat yang teduh.,Letakkan semaian Ditempat yang teduh.,IPA,Real word Error
"Nah, setelah ±10 minggu, semaian dapat dipindahkan ke kebunmu.","Nah, setelah ±10 minggu, semaian rapat dipindahkan ke kebunmu.",IPA,Real word Error
Jangan lupa untuk menyiraminya setiap hari.,Jangan luap untuk menyiraminya setiap hari.,IPA,Real word Error
Batang yang muda atau tua yang dapat dicangkok?,Batang uang muda atau tua uang dapat dicangkok?,IPA,Real word Error
Mengapa menggunakan ijuk dan tanah yang sudah digemburkan?,Mengapa menggunakan ijuk dan tanah uang sudah digemburkan?,IPA,Real word Error
"Nah, tadi kamu sudah beraksi menyetek batang ketela pohon dan mencangkok.","Nah, tadi kami sudah beraksi menyetek batang ketela pohon dan mencangkok.",IPA,Real word Error
Adakah cara lain untuk mengembangbiakkan tumbuhan secara vegetatif buatan?,Adakah cari lain untuk mengembangbiakkan tumbuhan secari vegetatif buatan?,IPA,Real word Error
Cara lain yaitu dengan cara okulasi dan enten.,Cara lain yaitu dengan cari okulasi dan enten.,IPA,Real word Error
Okulasi dapat kamu lakukan dengan menempelkan calon mata tunas suatu pohon ke batang pohon lain yang sejenis.,Okulasi dapat kamu lakukan dengan menempelkan calon mata tunas suatu pohon ke batang pohon lain uang sejenis.,IPA,Real word Error
Okulasi sering dilakukan oleh petani untuk mendapatkan tanaman yang mempunyai sifat yang dikendaki.,Okulasi sering dilakukan oleh petani untuk mendapatkan tanaman uang mempunyai sifat uang dikendaki.,IPA,Real word Error
Mengenten adalah perkembangbiakkan tanaman dengan cara menyambung tunas suatu pohon ke batang pohon lain yang sejenis.,Mengenten adalah perkembangbiakkan tanaman dengan cara menyambung tunas suatu pohon ke batang pohon lain uang sejenis.,IPA,Real word Error
Caranya hampir sama dengan okulasi.,Caranya hampir saja dengan okulasi.,IPA,Real word Error
Perbedaannya adalah pada okulasi tunas ditempelkan sedangkan pada mengenten tunas disambungkan.,Perbedaannya adalah padahal okulasi tunas ditempelkan sedangkan padahal mengenten tunas disambungkan.,IPA,Real word Error
Kamu dapat memperoleh tanaman sesuai dengan yang kamu kehendaki.,Kamu dapat memperoleh tanaman sesuai dengan yang kami kehendaki.,IPA,Real word Error
Apakah semua tanaman dapat diokulasi atau dienten?,Apakah semula tanaman dapat diokulasi atau dienten?,IPA,Real word Error
Diskusikan dengan teman sebangkumu.,Diskusikan dengar teman sebangkumu.,IPA,Real word Error
Mengetahui cara melakukan okulasi dan mengenten pada beberapa tanaman melalui studi kasus.,Mengetahui cari melakukan okulasi dan mengenten pada beberapa tanaman melalui studi kasus.,IPA,Real word Error
Buatlah kelompok dengan teman sebangkumu.,Buatlah kelompok dengar teman sebangkumu.,IPA,Real word Error
"Sebelum kamu berdiskusi, bacalah dengan saksama cerita berikut ini.","Sebelum kamu berdiskusi, bacalah dengan saksama cerita berikut kini.",IPA,Real word Error
"Seorang petani singkong a ingin memanen hasil singkongnya yang enak dan lembut rasanya, besar umbinya, dan batangnya kuat tidak mudah terserang hama.","Seorang petani singkong a ingin memanen hasil singkongnya uang enak dan lembut rasanya, besar umbinya, dan batangnya kuat tidak mudah terserang hama.",IPA,Real word Error
"Sementara tanaman singkong yang ia punya, umbinya besar, rasanya enak dan mempur, tetapi batangnya lemah dan mudah terserang hama.","Sementara tanaman singkong yang ia punya, umbinya besar, rasanya enak dana mempur, tetapi batangnya lemah dana mudah terserang hama.",IPA,Real word Error
"Suatu hari petani singkong a berjalan-jalan di sepanjang kebun tetangganya, katakan saja petani singkong b.","Suatu jari petani singkong a berjalan-jalan di sepanjang kebun tetangganya, katakan saja petani singkong b.",IPA,Real word Error
"Tiba-tiba melihat tanaman singkong yang batangnya kuat, besar, tanpa terserang hama.","Tiba-tiba lihat tanaman singkong yang batangnya kuat, besar, tanpa terserang hama.",IPA,Real word Error
Petani singkong a kemudian menanyakan pada pemiliknya.,Petani singkong a kemudian menanyakan padahal pemiliknya.,IPA,Real word Error
Apakah singkong yang ia punya umbinya besar?,Apakah singkong uang ia punya umbinya besar?,IPA,Real word Error
"Bagaimana dengan rasanya, apakah enak dan lembut?","Bagaimana dengan rasanya, apakah enak dana lembut?",IPA,Real word Error
"Petani singkong b menjawab, singkong yang saya punya rasanya enak dan lembut, tapi umbinya kecil.","Petani singkong b menjawab, singkong yang sayang punya rasanya enak dan lembut, tapi umbinya kecil.",IPA,Real word Error
"Bagaimana agar petani a mendapat singkong yang besar umbinya, enak rasanya, kuat batangnya, dan tidak mudah terserang penyakit?","Bagaimana agar petani a mendapat singkong yang besar umbinya, enak rasanya, kuat batangnya, dan tidak murah terserang penyakit?",IPA,Real word Error
"Untuk mendapatkan singkong yang diinginkan, apakah dapat dilakukan dengan okulasi?","Untuk mendapatkan singkong yang diinginkan, apakah dapat dilakukan dengar okulasi?",IPA,Real word Error
"Jika bisa, bagaimana caranya?","Jika biasa, bagaimana caranya?",IPA,Real word Error
"Untuk mendapatkan singkong yang diinginkan, apakah dapat dilakukan dengan enten?","Untuk mendapatkan singkong yang diinginkan, apakah dapat dilakukan dengar enten?",IPA,Real word Error
"Berdasarkan pengamatanmu, tanaman yang seperti apakah yang dapat dilakukan dengan cara okulasi atau enten?","Berdasarkan pengamatanmu, tanaman uang seperti apakah uang dapat dilakukan dengan cara okulasi atau enten?",IPA,Real word Error
"Perkembangbiakan tumbuhan secara vegetatif buatan terdiri atas cangkok, setek, okulasi dan enten.","Perkembangbiakan tumbuhan secara vegetatif buatan terdiri atas cangkok, setek, okulasi dana enten.",IPA,Real word Error
Tumbuhan berkembang biak begitu ada hewan yang berkembang biak dengan juga pada hewan.,Tumbuhan berkembang biak begitu ada hewan uang berkembang biak dengan juga pada hewan.,IPA,Real word Error
Bagaimana cara hewan melahirkan anaknya.,Bagaimana cari hewan melahirkan anaknya.,IPA,Real word Error
